scaffold_1	7293605	7295720	1	86
scaffold_7	690457	695475	1	64
scaffold_4	8895690	8897241	1	84
scaffold_5	9502486	9504852	1	98
scaffold_4	11572979	11579845	1	43
scaffold_6	9352387	9353876	1	59
scaffold_3	7013611	7015709	1	78
scaffold_5	6943118	6946006	1	35
scaffold_4	11219083	11221458	1	73
scaffold_4	13470415	13475163	1	46
scaffold_7	8891825	8892415	1	81
scaffold_8	421770	422698	1	94
scaffold_7	7906427	7908753	1	87
scaffold_7	5718693	5720785	1	44
scaffold_3	14903353	14906250	1	60
scaffold_4	3414316	3416435	1	71
scaffold_7	682366	684343	1	51
scaffold_3	3770255	3770896	1	67
scaffold_8	6474114	6476799	1	92
scaffold_6	2207846	2210287	1	67
scaffold_1	4476069	4478009	1	60
scaffold_4	7008262	7010989	1	79
scaffold_8	12218398	12219956	1	63
scaffold_1	19000970	19003282	1	53
scaffold_2	10170636	10171144	1	47
scaffold_3	612141	612458	1	66
scaffold_6	5423303	5423991	1	69
scaffold_8	7310292	7311092	1	14
scaffold_3	7437194	7439157	1	45
scaffold_7	1592026	1592988	1	77
scaffold_3	14861012	14866834	1	51
scaffold_3	6078275	6081306	1	58
scaffold_8	8499007	8500819	1	50
scaffold_4	1350901	1353678	1	44
scaffold_1	17489316	17491761	1	45
scaffold_3	607745	608795	1	31
scaffold_2	13570567	13572916	1	65
scaffold_7	15434366	15435829	1	89
scaffold_7	15892948	15897133	1	71
scaffold_3	11830579	11833465	1	58
scaffold_6	13172103	13173950	1	87
scaffold_1	6044835	6045179	1	54
scaffold_2	9969019	9971575	1	96
scaffold_1	350011	352129	1	37
scaffold_1	193014	196228	1	39
scaffold_1	1317690	1318449	1	33
scaffold_1	1374616	1375204	1	76
scaffold_1	1619213	1620187	1	66
scaffold_1	2327709	2329560	1	29
scaffold_1	2500637	2502603	1	80
scaffold_1	2698226	2699194	1	79
scaffold_1	3691671	3692847	1	53
scaffold_1	3693164	3693535	1	62
scaffold_1	3701767	3704148	1	39
scaffold_1	4018657	4019004	1	54
scaffold_1	4062651	4065886	1	84
scaffold_1	4267140	4268246	1	55
scaffold_1	4381459	4383745	1	23
scaffold_1	5269802	5270600	1	88
scaffold_1	5914929	5915654	1	45
scaffold_1	5935735	5940350	1	30
scaffold_1	6165737	6166292	1	62
scaffold_1	7217567	7225175	1	99
scaffold_1	7750940	7752616	1	46
scaffold_1	7781126	7783906	1	68
scaffold_1	7810365	7811314	1	67
scaffold_1	8183887	8184422	1	49
scaffold_1	8256903	8258742	1	67
scaffold_1	8300902	8305661	1	42
scaffold_1	9204008	9204539	1	51
scaffold_1	8914142	8916446	1	95
scaffold_1	8821967	8825070	1	73
scaffold_1	8698243	8699886	1	46
scaffold_5	2127463	2130360	1	50
scaffold_1	8522906	8525764	1	65
scaffold_1	9412220	9413156	1	48
scaffold_1	9966188	9967141	1	46
scaffold_1	10019040	10019642	1	59
scaffold_1	10090999	10091871	1	55
scaffold_1	10484371	10485960	1	85
scaffold_1	10641752	10642632	1	98
scaffold_1	11061835	11062604	1	94
scaffold_1	11342022	11345535	1	68
scaffold_1	11889627	11891938	1	41
scaffold_1	12003368	12005229	1	51
scaffold_1	14517782	14520374	1	54
scaffold_1	14562189	14565667	1	89
scaffold_1	14797749	14800474	1	89
scaffold_1	15491477	15493317	1	53
scaffold_1	15979743	15981850	1	46
scaffold_1	16822131	16822646	1	58
scaffold_1	17015320	17016158	1	60
scaffold_1	17682189	17683115	1	44
scaffold_1	17691842	17694258	1	68
scaffold_1	18231211	18232890	1	66
scaffold_1	18248596	18250697	1	79
scaffold_1	19063017	19063526	1	74
scaffold_1	19583478	19587318	1	87
scaffold_1	19136328	19136897	1	98
scaffold_1	19171081	19172789	1	19
scaffold_1	19344665	19347465	1	98
scaffold_1	19406091	19408472	1	84
scaffold_1	19508485	19509994	1	57
scaffold_2	2915318	2916124	1	100
scaffold_2	2248097	2250800	1	60
scaffold_2	2056040	2056561	1	87
scaffold_2	1978229	1980983	1	83
scaffold_2	1733097	1734528	1	86
scaffold_2	1521123	1522102	1	70
scaffold_2	1461981	1462884	1	63
scaffold_2	1119467	1123661	1	53
scaffold_2	921124	922061	1	61
scaffold_2	827742	829350	1	55
scaffold_2	413793	414413	1	73
scaffold_2	365318	366675	1	89
scaffold_2	306190	306837	1	74
scaffold_2	7375694	7378254	1	81
scaffold_2	7741846	7744264	1	57
scaffold_2	8234646	8237171	1	59
scaffold_2	8569186	8571535	1	56
scaffold_2	8845263	8847864	1	52
scaffold_2	8887200	8889036	1	53
scaffold_2	8995702	8996184	1	73
scaffold_2	9285361	9285810	1	61
scaffold_2	9758291	9760459	1	58
scaffold_2	9793696	9794804	1	60
scaffold_2	9996338	9997392	1	47
scaffold_2	10059307	10059810	1	61
scaffold_2	10071410	10074104	1	64
scaffold_2	10362232	10363614	1	42
scaffold_2	10515254	10515793	1	58
scaffold_2	11201874	11203393	1	52
scaffold_2	11559885	11563974	1	94
scaffold_2	11810910	11812740	1	49
scaffold_2	12717106	12718566	1	33
scaffold_2	12940693	12942098	1	40
scaffold_2	13410517	13412659	1	67
scaffold_5	47132	48006	1	69
scaffold_5	203341	203916	1	44
scaffold_5	282939	285639	1	66
scaffold_5	364341	365813	1	55
scaffold_5	438202	438510	1	47
scaffold_5	832838	834399	1	70
scaffold_5	979166	980212	1	79
scaffold_3	9819728	9822521	1	45
scaffold_3	9874082	9877332	1	96
scaffold_3	9891671	9893353	1	64
scaffold_3	10102770	10103736	1	33
scaffold_13	25278	30332	1	100
scaffold_3	11446701	11452186	1	80
scaffold_3	12375383	12376958	1	54
scaffold_3	12994366	12996600	1	56
scaffold_3	13158583	13160038	1	65
scaffold_3	13236352	13237780	1	77
scaffold_3	13500516	13503334	1	56
scaffold_3	13549213	13549998	1	33
scaffold_3	13550213	13551493	1	53
scaffold_3	13771409	13772659	1	46
scaffold_3	13998827	14000163	1	60
scaffold_3	14686943	14691473	1	47
scaffold_3	14774673	14775105	1	72
scaffold_3	14833042	14833917	1	68
scaffold_3	14953994	14956031	1	72
scaffold_4	780406	781757	1	92
scaffold_4	809827	810386	1	81
scaffold_4	942175	942889	1	37
scaffold_4	2135444	2137903	1	50
scaffold_1	2450931	2451968	1	48
scaffold_4	5911824	5914556	1	64
scaffold_4	5918613	5920114	1	82
scaffold_4	6330588	6337067	1	93
scaffold_4	6381756	6384521	1	88
scaffold_4	6666841	6669579	1	67
scaffold_4	6710770	6711422	1	87
scaffold_4	6827898	6828936	1	59
scaffold_4	6846574	6846945	1	42
scaffold_4	7137062	7137409	1	89
scaffold_4	7549604	7550467	1	27
scaffold_4	8084053	8088317	1	55
scaffold_4	8173877	8174755	1	68
scaffold_4	8255430	8256242	1	26
scaffold_4	9825327	9826076	1	97
scaffold_4	10156127	10160055	1	53
scaffold_4	10259900	10261619	1	59
scaffold_4	10797617	10798903	1	85
scaffold_4	10799162	10801322	1	90
scaffold_4	11111154	11113897	1	31
scaffold_4	11161057	11161968	1	78
scaffold_4	11393732	11396344	1	86
scaffold_4	11823398	11824696	1	55
scaffold_4	11884909	11887499	1	46
scaffold_4	12123600	12126263	1	65
scaffold_4	12434634	12436828	1	48
scaffold_4	12969152	12970364	1	63
scaffold_4	13101569	13104758	1	72
scaffold_4	13116015	13117462	1	43
scaffold_4	13188106	13188510	1	40
scaffold_4	13273050	13274417	1	58
scaffold_4	13346096	13350790	1	65
scaffold_4	13373294	13374760	1	37
scaffold_4	13622381	13624891	1	98
scaffold_4	13817737	13818798	1	73
scaffold_4	13833386	13834757	1	53
scaffold_4	13879085	13881937	1	25
scaffold_4	14089929	14094917	1	87
scaffold_4	14101940	14104785	1	63
scaffold_4	14582581	14584135	1	44
scaffold_4	14824846	14825575	1	63
scaffold_3	289273	289713	1	85
scaffold_3	287613	288011	1	53
scaffold_3	391742	392859	1	51
scaffold_3	550400	551337	1	79
scaffold_3	584631	586496	1	45
scaffold_3	593597	594801	1	76
scaffold_3	763131	765039	1	34
scaffold_3	827070	828783	1	56
scaffold_3	1061868	1063408	1	44
scaffold_3	1197798	1201701	1	56
scaffold_3	1319457	1321407	1	48
scaffold_3	1474341	1476479	1	55
scaffold_3	1597340	1600905	1	57
scaffold_3	2183266	2187935	1	65
scaffold_3	2217260	2220891	1	37
scaffold_3	2600527	2603116	1	53
scaffold_3	3135412	3138465	1	53
scaffold_8	5415568	5416203	1	22
scaffold_3	3295290	3296072	1	54
scaffold_3	3409406	3413787	1	37
scaffold_3	3506375	3509036	1	71
scaffold_3	3526309	3529997	1	59
scaffold_3	3650958	3652910	1	51
scaffold_3	4311003	4312199	1	77
scaffold_3	4345725	4348528	1	55
scaffold_3	4363949	4364815	1	56
scaffold_3	4571609	4574376	1	69
scaffold_3	4604641	4609291	1	78
scaffold_3	4757047	4758564	1	88
scaffold_3	5185696	5188135	1	36
scaffold_3	5512902	5515190	1	52
scaffold_3	5556426	5560120	1	56
scaffold_3	6283035	6286496	1	58
scaffold_3	6601488	6602135	1	37
scaffold_3	6629495	6631758	1	99
scaffold_3	6713685	6726070	1	98
scaffold_3	6749294	6751601	1	52
scaffold_3	7162992	7164641	1	54
scaffold_3	7266620	7268774	1	92
scaffold_3	7299999	7302695	1	99
scaffold_3	8225555	8228322	1	55
scaffold_3	8397963	8399482	1	68
scaffold_3	9043196	9047986	1	31
scaffold_3	9040549	9042843	1	72
scaffold_3	9114263	9116630	1	43
scaffold_3	9200202	9207894	1	58
scaffold_7	11413986	11414525	1	72
scaffold_3	9390059	9391181	1	55
scaffold_3	9504527	9506293	1	56
scaffold_3	9555366	9556223	1	47
scaffold_5	1839172	1842200	1	97
scaffold_5	1925101	1927339	1	74
scaffold_5	1938467	1940213	1	83
scaffold_5	2103004	2104639	1	51
scaffold_5	3134837	3136716	1	29
scaffold_5	3892282	3894624	1	72
scaffold_5	3928508	3930694	1	44
scaffold_5	7405674	7412678	1	100
scaffold_5	7517201	7517860	1	74
scaffold_5	7529378	7530360	1	55
scaffold_5	7717461	7718634	1	74
scaffold_5	8227066	8228664	1	93
scaffold_5	8426279	8430930	1	83
scaffold_5	8543808	8544368	1	47
scaffold_5	8553917	8555789	1	45
scaffold_5	8735498	8736529	1	87
scaffold_5	9261970	9265214	1	64
scaffold_5	9381557	9383186	1	81
scaffold_5	9619912	9622213	1	88
scaffold_5	9927810	9929954	1	50
scaffold_5	9941244	9942385	1	80
scaffold_5	10098219	10098641	1	70
scaffold_5	10118405	10121639	1	74
scaffold_5	10190939	10192428	1	45
scaffold_5	10216814	10218338	1	44
scaffold_5	10333021	10335292	1	71
scaffold_5	10932267	10934582	1	33
scaffold_5	11119484	11120670	1	41
scaffold_5	12242903	12244881	1	88
scaffold_5	12545570	12546856	1	71
scaffold_5	12675097	12676281	1	61
scaffold_5	13031371	13034287	1	52
scaffold_5	13106026	13108221	1	43
scaffold_5	13113109	13114965	1	61
scaffold_5	13201041	13201379	1	61
scaffold_5	13389504	13391723	1	41
scaffold_5	13473394	13474340	1	72
scaffold_5	13532660	13533202	1	84
scaffold_5	13540473	13542596	1	98
scaffold_8	6757436	6759994	1	80
scaffold_6	16220932	16222997	1	55
scaffold_6	16223538	16224482	1	50
scaffold_6	15870332	15870769	1	71
scaffold_6	15849673	15852667	1	47
scaffold_6	15647180	15648311	1	58
scaffold_6	15136291	15142206	1	66
scaffold_6	14614608	14617146	1	85
scaffold_6	12973513	12976805	1	54
scaffold_6	12993398	12995030	1	56
scaffold_6	13402016	13403095	1	40
scaffold_6	13463054	13465075	1	58
scaffold_6	14130215	14133883	1	59
scaffold_6	14338083	14338907	1	49
scaffold_7	11548129	11550092	1	81
scaffold_7	11484985	11486372	1	35
scaffold_7	11475057	11475661	1	87
scaffold_7	10883871	10885433	1	63
scaffold_7	10881666	10883431	1	45
scaffold_7	10866205	10868364	1	58
scaffold_7	10778914	10780913	1	94
scaffold_7	10645805	10646945	1	70
scaffold_7	10459980	10461421	1	40
scaffold_7	10401316	10401636	1	66
scaffold_7	10015809	10017236	1	51
scaffold_7	9840050	9840613	1	56
scaffold_7	9389343	9391836	1	99
scaffold_7	9153024	9153536	1	93
scaffold_7	8927462	8928352	1	55
scaffold_7	8751223	8753033	1	32
scaffold_7	8623940	8624878	1	79
scaffold_7	8606373	8610989	1	100
scaffold_7	8234227	8234957	1	17
scaffold_7	7830272	7831644	1	53
scaffold_7	7774270	7774839	1	94
scaffold_7	7307354	7308681	1	90
scaffold_7	7155873	7156687	1	89
scaffold_5	2634330	2637029	1	52
scaffold_7	6427508	6428254	1	43
scaffold_7	6136842	6137786	1	63
scaffold_7	5981583	5982750	1	33
scaffold_7	5109779	5112825	1	58
scaffold_7	4480408	4481906	1	74
scaffold_7	4397573	4401633	1	47
scaffold_7	4231293	4232855	1	89
scaffold_7	3869495	3870394	1	33
scaffold_7	3841810	3843450	1	96
scaffold_7	2340166	2343989	1	61
scaffold_7	1973242	1974202	1	44
scaffold_7	1752894	1755390	1	69
scaffold_7	740366	741819	1	24
scaffold_7	166198	167886	1	37
scaffold_7	213556	214512	1	66
scaffold_7	360374	362429	1	58
scaffold_7	728407	729901	1	37
scaffold_6	169729	171614	1	65
scaffold_6	467755	469582	1	55
scaffold_6	526419	527597	1	57
scaffold_6	551070	552150	1	55
scaffold_6	768392	770810	1	40
scaffold_6	1030368	1031746	1	78
scaffold_6	1537361	1538089	1	64
scaffold_6	1805659	1806339	1	99
scaffold_6	1904562	1908046	1	72
scaffold_6	1930883	1931347	1	77
scaffold_6	2531902	2534376	1	56
scaffold_6	2824723	2827778	1	58
scaffold_6	2954838	2955788	1	89
scaffold_6	3440982	3442154	1	78
scaffold_6	3482867	3483361	1	42
scaffold_6	3493836	3495437	1	96
scaffold_6	3918562	3918936	1	59
scaffold_6	3919165	3922443	1	68
scaffold_6	3986079	3987577	1	47
scaffold_6	4591162	4592332	1	57
scaffold_6	4597836	4599327	1	99
scaffold_6	5383170	5385946	1	85
scaffold_6	6048843	6051387	1	38
scaffold_6	6154333	6155244	1	58
scaffold_6	6706004	6709002	1	78
scaffold_6	7412650	7413483	1	85
scaffold_6	7451620	7453622	1	64
scaffold_6	7637395	7639161	1	47
scaffold_6	7981879	7983186	1	85
scaffold_6	7992340	7995305	1	71
scaffold_6	8397381	8400738	1	96
scaffold_6	8645283	8648417	1	57
scaffold_6	10028152	10029338	1	59
scaffold_7	14373256	14378633	1	67
scaffold_7	14922344	14925449	1	64
scaffold_7	14948561	14951855	1	57
scaffold_7	15019586	15020542	1	62
scaffold_5	7262883	7263943	1	40
scaffold_7	16883197	16887218	1	50
scaffold_7	16103976	16105780	1	48
scaffold_7	15911414	15911839	1	42
scaffold_7	15766965	15768113	1	67
scaffold_7	15661501	15665681	1	67
scaffold_7	15534486	15537122	1	54
scaffold_8	3514389	3515473	1	62
scaffold_8	2841858	2843162	1	44
scaffold_8	2566416	2570916	1	49
scaffold_8	1953246	1955196	1	54
scaffold_8	1842931	1843629	1	32
scaffold_8	1673514	1674065	1	11
scaffold_8	1451769	1454655	1	86
scaffold_8	932507	934472	1	57
scaffold_8	888697	889904	1	71
scaffold_8	723729	725677	1	61
scaffold_8	463537	464943	1	68
scaffold_8	427975	428447	1	48
scaffold_8	55843	57644	1	83
scaffold_8	5224601	5226058	1	54
scaffold_8	5603019	5606310	1	57
scaffold_8	5621030	5623516	1	65
scaffold_8	5757069	5758277	1	68
scaffold_8	5826744	5827595	1	99
scaffold_8	5997337	6000635	1	35
scaffold_8	6020867	6021343	1	97
scaffold_8	6022084	6023160	1	94
scaffold_8	6221030	6222018	1	67
scaffold_8	6369283	6372019	1	56
scaffold_8	6471401	6473615	1	69
scaffold_8	6604680	6605734	1	51
scaffold_8	6768811	6771031	1	61
scaffold_8	6915217	6916603	1	70
scaffold_8	7243466	7244083	1	43
scaffold_8	7260045	7261241	1	49
scaffold_8	7330572	7331285	1	65
scaffold_8	7489184	7490847	1	60
scaffold_8	7587713	7588651	1	60
scaffold_8	7691491	7692671	1	57
scaffold_8	7709019	7710964	1	76
scaffold_8	8018448	8021052	1	43
scaffold_8	8158289	8159391	1	74
scaffold_8	8206401	8207365	1	66
scaffold_8	8335482	8337999	1	69
scaffold_8	8479766	8480260	1	53
scaffold_8	8492431	8493561	1	90
scaffold_8	8642788	8644643	1	56
scaffold_8	8652462	8653117	1	44
scaffold_8	9044519	9047581	1	38
scaffold_8	9136884	9139035	1	65
scaffold_8	9256577	9259565	1	84
scaffold_8	9462741	9463788	1	49
scaffold_8	10464116	10467566	1	57
scaffold_8	10940686	10942176	1	52
scaffold_8	11251501	11252759	1	55
scaffold_8	11286762	11288321	1	61
scaffold_8	12127312	12132505	1	69
scaffold_8	12311599	12312752	1	24
scaffold_8	12525903	12529204	1	41
scaffold_8	12580427	12581649	1	71
scaffold_8	13264057	13266581	1	84
scaffold_8	13044017	13047783	1	78